department,municipality,crop,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species,year,season,climate_risk,category_temp,category_rain
6,14,7,0.6063492063492064,0.7143488245738301,0.42312534949503533,0.5935569709344319,0,0,1,1,0,0,0,0
0,15,3,0.09206349206349207,0.13566782953533943,0.38740471355727557,0.49918353191459097,0,3,3,0,1,0,0,0
2,20,7,0.26666666666666666,0.3537874788649422,0.3557878588117651,0.2836449415924456,0,0,1,1,0,0,0,0
4,21,4,0.36825396825396817,0.6683679083039727,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
0,24,1,0.31111111111111106,0.33842956054653905,0.5396335844983531,0.8038572700800248,1,2,0,1,1,0,1,0
4,28,1,0.6634920634920634,0.8766802137797503,0.6619823336283668,0.5170924357939253,0,2,0,0,1,0,1,0
0,31,4,0.13650793650793652,0.19451410864505816,0.38740471355727557,0.49918353191459097,0,2,0,0,1,0,0,0
6,36,2,0.13015873015873014,0.17125157473406036,0.803367717307867,0.7721710878902828,1,2,0,2,0,0,1,0
3,39,3,0.031746031746031744,0.08576327368861,0.31975296695675937,0.6770819132972177,0,3,3,4,0,0,0,0
0,41,4,0.3142857142857143,0.4208001755657451,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
4,43,6,0.16825396825396827,0.30603854928979257,0.33189783751439794,0.39783538053412837,0,1,2,5,0,0,0,0
1,44,4,0.5682539682539682,0.8092313643820649,0.37407641364350663,0.833010097580444,0,2,0,5,0,0,0,0
4,1,6,0.326984126984127,0.5426021146480536,0.41624956471077734,0.7178879741508677,0,1,2,3,1,0,0,0
2,12,1,0.44126984126984126,0.536095287591907,0.8847428159183348,0.7746451710045479,1,2,0,5,0,0,1,0
0,23,7,0.02539682539682539,0.06455374941002581,0.30062990502915987,0.5890303818252463,0,0,1,5,0,0,0,0
4,45,6,0.0888888888888889,0.187756766610662,0.3172110349996702,0.6573678867414552,0,1,2,4,0,0,0,0
2,2,6,0.7142857142857143,0.9155123167673487,0.6444268055376945,0.5136197087793226,0,1,2,0,0,0,1,0
3,11,7,0.10158730158730156,0.16154739733978127,0.31975296695675937,0.6770819132972177,0,0,1,4,0,0,0,0
5,13,3,0.2571428571428572,0.4167375106577095,0.3718596191184469,0.7601489603698894,0,3,3,1,0,0,0,0
0,27,5,0.0158730158730159,0.03627852295666731,0.40754706711259203,0.332479822075868,0,2,0,4,0,0,0,0
6,29,3,0.10476190476190472,0.1261568592627674,0.5496004039515352,0.4160850014094928,0,3,3,4,1,0,1,0
0,31,5,0.7650793650793651,0.969812645137661,0.40754706711259203,0.332479822075868,0,2,0,4,0,0,0,0
6,36,0,0.34285714285714286,0.5478763187281721,0.42312534949503533,0.5935569709344319,0,2,0,1,0,0,0,0
2,38,1,0.047619047619047616,0.06543479719732281,0.24698304007166882,0.7273055550657528,0,2,0,4,1,0,0,0
0,12,4,0.04126984126984126,0.07328942993754747,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
5,7,4,0.40634920634920635,0.433550664948546,0.4238938044177267,0.26681131444109507,0,2,0,3,1,0,0,0
1,8,1,0.10793650793650794,0.1980795403717497,0.22556788515457793,0.5706486180467323,0,2,0,2,0,0,0,0
7,10,7,0.5142857142857143,0.6091845750965709,0.5146344897496444,0.5831787423675747,0,0,1,0,1,0,1,0
4,13,5,0.24126984126984125,0.33779576547837475,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
1,14,3,0.019047619047619063,0.05284526795090122,0.3790883422752982,0.786815128401706,0,3,3,3,1,0,0,0
2,18,4,0.5904761904761904,0.8215328755229299,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
1,19,7,0.292063492063492,0.4608784283343281,0.0,0.324594266405283,0,0,1,4,0,0,0,0
7,20,6,0.05396825396825397,0.11419352735695718,0.5213789182796438,1.0,1,1,2,4,0,0,1,0
1,22,1,0.24126984126984125,0.38776050823173724,0.16586759923958816,0.2871568353134357,0,2,0,0,0,0,0,0
6,25,6,0.17142857142857143,0.32936481712976995,0.47322884726648873,0.24817961992934734,0,1,2,4,0,0,1,0
2,29,1,0.31111111111111106,0.3804736738324076,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
0,30,5,0.21269841269841266,0.28152901268218244,0.30062990502915987,0.5890303818252463,0,2,0,5,0,0,0,0
5,36,0,0.6476190476190476,0.7544258262245728,0.5126087085461508,0.33965023527493443,0,2,0,3,0,0,1,0
5,38,7,0.6476190476190476,0.7042123819296445,0.5528004402808602,0.822774199024777,0,0,1,0,0,0,1,0
0,39,1,0.326984126984127,0.35598739689433523,0.5490927667582532,0.38308639215389473,0,2,0,3,0,0,1,0
3,40,5,0.8571428571428571,0.9861051513700358,0.16250980249855296,0.5371598895838154,0,2,0,5,0,0,0,0
2,41,1,0.7238095238095237,0.873908058923504,0.4321475105997541,0.7595012887024524,0,2,0,4,0,0,0,0
7,1,3,0.3746031746031746,0.4856100321924123,0.5146344897496444,0.5831787423675747,0,3,3,0,1,0,1,0
1,12,5,0.10793650793650794,0.17209584614435416,0.37407641364350663,0.833010097580444,0,2,0,5,0,0,0,0
4,34,7,0.5174603174603174,0.8084579113041835,0.6619823336283668,0.5170924357939253,0,0,1,0,1,0,1,0
2,48,6,0.3904761904761904,0.5087011871826631,0.3228621976574866,0.7953745891167685,0,1,2,3,1,0,0,0
0,2,5,0.7650793650793651,0.969812645137661,0.40754706711259203,0.332479822075868,0,2,0,4,0,0,0,0
4,4,3,0.6793650793650794,0.8533182036255746,0.5488261328080419,0.7511705280330245,0,3,3,0,0,0,1,0
7,13,7,0.5936507936507937,0.7024000197244951,0.01726266913839769,0.404977750041164,0,0,1,1,0,0,0,0
5,14,5,0.6190476190476191,0.8016645046071337,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
0,17,2,0.33015873015873015,0.45392110630093097,0.6433216078782618,0.6578610714336488,1,2,0,4,1,0,1,0
0,18,6,0.48571428571428565,0.686768143643093,0.38740471355727557,0.49918353191459097,0,1,2,0,1,0,0,0
3,19,2,0.25396825396825395,0.33659095692898666,0.2216259032042922,0.6587873196191056,0,2,0,3,0,0,0,0
1,20,5,0.4793650793650792,0.6643012539375899,0.22556788515457793,0.5706486180467323,0,2,0,2,0,0,0,0
7,21,5,0.692063492063492,0.8038516929746033,0.4649809783243084,0.7987971854564409,0,2,0,3,0,0,1,0
1,24,6,0.22539682539682537,0.36227272873586003,0.5189155089769342,0.6667353309890451,1,1,2,2,1,0,1,0
6,27,3,0.6698412698412698,0.7854844173441735,0.6334819643239218,0.1830987208994701,0,3,3,3,1,0,1,0
1,30,2,0.48888888888888893,0.6144890290356747,0.42511623208878824,0.0,0,2,0,4,1,0,0,0
4,33,6,0.26666666666666666,0.45270795981191436,0.49742583043358923,0.6987841617338155,1,1,2,4,1,0,1,0
1,36,0,0.7206349206349206,0.7873939779318194,0.3749871978054573,0.711625197812678,0,2,0,1,0,0,0,0
0,37,3,0.37142857142857133,0.48872630788665183,0.30062990502915987,0.5890303818252463,0,3,3,5,0,0,0,0
1,39,5,0.24444444444444446,0.3529918507179366,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
6,40,5,0.14285714285714285,0.21787448620030328,0.4481509763559117,0.5499049270183036,0,2,0,1,1,0,0,0
1,41,3,0.565079365079365,0.771951662369647,0.3749871978054573,0.711625197812678,0,3,3,1,0,0,0,0
7,42,2,0.7587301587301587,0.9281254559566776,0.5025896711229967,0.546560781687683,0,2,0,0,0,0,1,0
1,12,7,0.012698412698412709,0.06291960802401328,1.0,0.7271951344329128,1,0,1,3,0,0,1,0
7,5,6,0.1746031746031746,0.2817768865031802,0.5146344897496444,0.5831787423675747,0,1,2,0,1,0,1,0
1,6,6,0.28571428571428564,0.44762435979038573,0.5189155089769342,0.6667353309890451,1,1,2,2,1,0,1,0
4,7,4,0.0,0.07463637081207533,0.39865589112227084,0.5821611754539173,0,2,0,2,0,0,0,0
5,8,1,0.8539682539682539,0.9172117336505452,0.5825428175581671,0.861535160909459,0,2,0,4,1,0,1,0
5,9,4,0.05714285714285716,0.05359765015840634,0.351896090491425,0.799437250260155,0,2,0,4,0,0,0,0
4,15,1,0.5396825396825398,0.7173731027527579,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
2,30,6,0.05714285714285716,0.08992502437489838,0.3778700940245816,0.9858949486539306,0,1,2,2,0,0,0,0
3,31,1,0.0,0.01375962043214235,0.7098564104956644,0.7291188431445734,1,2,0,0,1,0,1,0
4,36,0,0.6952380952380952,0.8890548895540074,0.39865589112227084,0.5821611754539173,0,2,0,2,0,0,0,0
0,41,4,0.33015873015873015,0.4410042886836636,0.731779196326154,0.9031034395681923,1,2,0,2,0,0,1,0
3,44,1,0.7936507936507936,0.9889696993339807,0.4519382782652528,0.6350241154309053,0,2,0,1,1,0,0,0
1,0,0,0.49523809523809526,0.539105088029714,0.42511623208878824,0.0,0,2,0,4,1,0,0,0
1,12,0,0.33650793650793653,0.36425375711273844,0.37407641364350663,0.833010097580444,0,2,0,5,0,0,0,0
5,48,7,0.14285714285714285,0.14990659615334015,0.5825428175581671,0.861535160909459,1,0,1,4,1,0,1,0
7,49,0,0.7555555555555554,0.7400251628288568,0.5213789182796438,1.0,0,2,0,4,0,0,1,0
4,2,0,0.6984126984126985,0.8930338385685139,0.3172110349996702,0.6573678867414552,0,2,0,4,0,0,0,0
6,5,4,0.23492063492063492,0.3221885619248277,0.5496004039515352,0.4160850014094928,0,2,0,4,1,0,1,0
5,7,1,0.04444444444444445,0.03910514150419264,0.5624971020891163,0.708605385023577,1,2,0,2,1,0,1,0
2,8,0,0.006349206349206354,0.015428288965806336,0.24698304007166882,0.7273055550657528,0,2,0,4,1,0,0,0
7,10,5,0.1650793650793651,0.19365669796867216,0.34040153197208856,0.4789263338995875,0,2,0,2,0,0,0,0
3,11,2,0.4222222222222223,0.5477239390112347,0.4337600083806423,0.7469683148991253,0,2,0,4,1,0,0,0
5,17,2,0.11428571428571427,0.15111918742657235,0.3718596191184469,0.7601489603698894,0,2,0,1,0,0,0,0
0,20,5,0.23492063492063492,0.3092185841028052,0.731779196326154,0.9031034395681923,1,2,0,2,0,0,1,0
5,21,6,0.7174603174603174,0.9502264018304241,0.351896090491425,0.799437250260155,0,1,2,4,0,0,0,0
2,24,2,0.031746031746031744,0.07924159282524265,0.49959983630583427,0.4456087181147783,0,2,0,0,1,0,1,0
2,25,0,0.6,0.7228301729412667,0.8847428159183348,0.7746451710045479,0,2,0,5,0,0,1,0
0,28,7,0.003174603174603191,0.03488386987023684,0.6268451232587697,0.3592886431729374,0,0,1,0,0,0,1,0
4,30,0,0.46984126984126984,0.6065495095240501,0.39865589112227084,0.5821611754539173,0,2,0,2,0,0,0,0
6,32,0,0.5682539682539682,0.8755362472055408,0.7062188736615447,0.7849849405396583,0,2,0,0,0,0,1,0
4,37,5,0.073015873015873,0.1194533644957573,0.5488261328080419,0.7511705280330245,1,2,0,0,0,0,1,0
3,40,7,0.492063492063492,0.6757920863717913,0.2216259032042922,0.6587873196191056,0,0,1,3,0,0,0,0
0,23,4,0.6952380952380952,0.9056988903957885,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
0,45,7,0.31111111111111106,0.4460236292073121,0.5396335844983531,0.8038572700800248,1,0,1,1,1,0,1,0
2,47,3,0.6761904761904761,0.8375795181862924,0.49959983630583427,0.4456087181147783,0,3,3,0,1,0,1,0
0,3,0,0.53015873015873,0.6632495329807667,0.6433216078782618,0.6578610714336488,0,2,0,4,1,0,1,0
2,8,3,0.6380952380952379,0.7910915221314856,0.21408436920474916,0.45472433571502524,0,3,3,1,1,0,0,0
3,13,5,0.48888888888888893,0.5629271656846662,0.6950954244255083,0.7488112280910331,1,2,0,1,0,0,1,0
3,14,6,0.3746031746031746,0.5444534816812919,0.16250980249855296,0.5371598895838154,0,1,2,5,0,0,0,0
7,15,3,0.6603174603174603,0.8428738326606111,0.01726266913839769,0.404977750041164,0,3,3,1,0,0,0,0
4,19,5,0.031746031746031744,0.06589768123586989,0.6392935404450437,0.6496326542644022,1,2,0,1,0,0,1,0
6,20,2,0.19047619047619052,0.24485756848750453,0.4305383431834624,0.4639636387643966,0,2,0,0,1,0,0,0
6,22,1,0.4,0.551825468454007,0.887844856994958,0.5500565690167338,0,2,0,5,0,0,1,0
4,27,0,0.4825396825396825,0.6224653055820758,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
1,28,7,0.6317460317460318,0.9447601757570974,0.42511623208878824,0.0,0,0,1,4,1,0,0,0
6,30,5,0.6476190476190476,0.8859370563709987,0.47322884726648873,0.24817961992934734,0,2,0,4,0,0,1,0
2,35,1,0.07936507936507936,0.10339128835817649,0.6444268055376945,0.5136197087793226,0,2,0,0,0,0,1,0
4,38,2,0.05396825396825397,0.048732398139752275,0.5488261328080419,0.7511705280330245,1,2,0,0,0,0,1,0
1,41,6,0.6063492063492064,0.9013356617118125,0.374329448620796,0.6034339182502055,0,1,2,1,1,0,0,0
6,43,4,0.41587301587301584,0.5536227922842148,0.5496004039515352,0.4160850014094928,0,2,0,4,1,0,1,0
4,44,3,0.6285714285714286,0.7906151370211019,0.4241332949169907,0.7343195898959207,0,3,3,1,1,0,0,0
7,0,4,0.019047619047619063,0.08858230072266507,0.5025896711229967,0.546560781687683,0,2,0,0,0,0,1,0
1,45,6,0.15873015873015872,0.26793671546506825,0.3790883422752982,0.786815128401706,0,1,2,3,1,0,0,0
1,6,5,0.08253968253968255,0.13844077552601328,1.0,0.7271951344329128,1,2,0,3,0,0,1,0
2,11,3,0.7142857142857143,0.8840675142410994,0.3228621976574866,0.7953745891167685,0,3,3,3,1,0,0,0
6,13,6,0.526984126984127,0.8792925844137647,0.803367717307867,0.7721710878902828,0,1,2,2,0,0,1,0
6,14,1,0.21587301587301583,0.31023310424645323,0.887844856994958,0.5500565690167338,0,2,0,5,0,0,1,0
0,20,6,0.3841269841269841,0.5499325906986486,0.685746877129426,0.758885044141242,1,1,2,2,1,0,1,0
7,21,3,0.4571428571428571,0.5888195745498919,0.6982831263972971,0.6525557646132096,0,3,3,5,0,0,1,0
3,22,2,0.49523809523809526,0.6393476859525877,0.2216259032042922,0.6587873196191056,0,2,0,3,0,0,0,0
2,25,3,0.0380952380952381,0.05890558426827702,0.3778700940245816,0.9858949486539306,0,3,3,2,0,0,0,0
7,29,3,0.5238095238095237,0.6721811279924716,0.4649809783243084,0.7987971854564409,0,3,3,3,0,0,1,0
1,31,2,0.7873015873015873,0.9811680187027658,0.16586759923958816,0.2871568353134357,0,2,0,0,0,0,0,0
6,38,4,0.33015873015873015,0.4439960515876631,0.887844856994958,0.5500565690167338,0,2,0,5,0,0,1,0
5,1,2,0.5968253968253967,0.7386196593076102,0.5624971020891163,0.708605385023577,0,2,0,2,1,0,1,0
4,23,5,0.7142857142857143,0.9516262889955445,0.5488261328080419,0.7511705280330245,0,2,0,0,0,0,1,0
6,34,4,0.28571428571428564,0.3871525564116731,0.4481509763559117,0.5499049270183036,0,2,0,1,1,0,0,0
1,46,7,0.4984126984126983,0.754825284245356,0.22556788515457793,0.5706486180467323,0,0,1,2,0,0,0,0
6,47,3,0.3936507936507936,0.46322881311337394,0.887844856994958,0.5500565690167338,0,3,3,5,0,0,1,0
3,6,7,0.6730158730158731,0.9141006008012593,0.33046637083149655,0.6182528639898939,0,0,1,2,1,0,0,0
3,7,7,0.1650793650793651,0.24516441994661228,0.2216259032042922,0.6587873196191056,0,0,1,3,0,0,0,0
1,8,0,0.40634920634920635,0.44118834271620766,1.0,0.7271951344329128,1,2,0,3,0,0,1,0
2,15,7,0.7174603174603174,0.9208018231803881,0.3778700940245816,0.9858949486539306,0,0,1,2,0,0,0,0
2,18,7,0.4793650793650792,0.6213224159715258,0.21408436920474916,0.45472433571502524,0,0,1,1,1,0,0,0
2,20,7,0.15238095238095234,0.21003736340468823,0.3228621976574866,0.7953745891167685,0,0,1,3,1,0,0,0
0,21,4,0.6253968253968254,0.8168007926769473,0.731779196326154,0.9031034395681923,0,2,0,2,0,0,1,0
7,22,0,0.1650793650793651,0.14501403150615785,0.4649809783243084,0.7987971854564409,1,2,0,3,0,0,1,0
6,25,7,0.492063492063492,0.5805615884029005,0.42312534949503533,0.5935569709344319,0,0,1,1,0,0,0,0
3,31,1,0.7174603174603174,0.895349531759404,0.2216259032042922,0.6587873196191056,0,2,0,3,0,0,0,0
7,32,2,0.15873015873015872,0.20259575389222553,0.6982831263972971,0.6525557646132096,1,2,0,5,0,0,1,0
3,33,1,0.26031746031746034,0.3336285263119454,0.3397359524399901,0.5595644038097376,0,2,0,0,0,0,0,0
5,38,1,0.35238095238095235,0.37313000204613855,0.9391480225458171,0.6776426206665676,1,2,0,1,1,0,1,0
4,41,3,0.7904761904761906,0.9904811618228586,0.6619823336283668,0.5170924357939253,0,3,3,0,1,0,1,0
5,42,0,0.19682539682539685,0.23131335589647303,0.5126087085461508,0.33965023527493443,0,2,0,3,0,0,1,0
5,1,5,0.4539682539682539,0.5930390401268125,0.5126087085461508,0.33965023527493443,0,2,0,3,0,0,1,0
1,47,7,0.146031746031746,0.25285449953575456,0.16586759923958816,0.2871568353134357,0,0,1,0,0,0,0,0
1,48,7,0.6317460317460318,0.9447601757570974,0.3790883422752982,0.786815128401706,0,0,1,3,1,0,0,0
2,3,0,0.7841269841269841,0.9422382439069177,0.3778700940245816,0.9858949486539306,0,2,0,2,0,0,0,0
4,5,2,0.6380952380952379,0.6804148160768844,0.6619823336283668,0.5170924357939253,0,2,0,0,1,0,1,0
0,6,6,0.5746031746031746,0.8064992524694818,0.30062990502915987,0.5890303818252463,0,1,2,5,0,0,0,0
7,13,6,0.43174603174603177,0.6389940467885502,0.34040153197208856,0.4789263338995875,0,1,2,2,0,0,0,0
3,14,3,0.44126984126984126,0.6599114621178062,0.10147258121009717,0.15845704556450713,0,3,3,3,1,0,0,0
6,16,3,0.14285714285714285,0.17060590812218798,0.42312534949503533,0.5935569709344319,0,3,3,1,0,0,0,0
4,17,6,0.1777777777777778,0.32023236321128823,0.6619823336283668,0.5170924357939253,0,1,2,0,1,0,1,0
6,18,4,0.02539682539682539,0.05421208466658978,0.6334819643239218,0.1830987208994701,0,2,0,3,1,0,1,0
6,19,4,0.3492063492063492,0.46835754952023,0.46203619146303954,0.9078677352889164,1,2,0,2,1,0,1,0
3,21,4,0.4666666666666667,0.5801491372870672,0.7098564104956644,0.7291188431445734,0,2,0,0,1,0,1,0
6,25,1,0.07619047619047617,0.12695613829589505,0.803367717307867,0.7721710878902828,1,2,0,2,0,0,1,0
5,26,6,0.4984126984126983,0.6673492025357618,0.47879960016522105,0.3472416804285112,0,1,2,0,1,0,1,0
3,32,1,0.34285714285714286,0.43505037451773665,0.6950954244255083,0.7488112280910331,1,2,0,1,0,0,1,0
1,33,3,0.16190476190476188,0.24098356881627073,1.0,0.7271951344329128,1,3,3,3,0,0,1,0
4,36,7,0.009523809523809545,0.06499101428828966,0.6392935404450437,0.6496326542644022,1,0,1,1,0,0,1,0
3,38,7,0.003174603174603191,0.031941012299193466,0.2216259032042922,0.6587873196191056,0,0,1,3,0,0,0,0
1,43,1,0.3746031746031746,0.5774414760917247,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
3,44,5,0.7015873015873015,0.8073489332788021,0.6950954244255083,0.7488112280910331,0,2,0,1,0,0,1,0
5,1,4,0.05396825396825397,0.05014353184213238,0.5825428175581671,0.861535160909459,1,2,0,4,1,0,1,0
5,48,0,0.19047619047619052,0.22394557462424622,0.459852258623342,0.27231617103819517,0,2,0,2,0,0,1,0
1,2,0,0.31111111111111106,0.3362775441660224,0.37407641364350663,0.833010097580444,0,2,0,5,0,0,0,0
4,4,4,0.031746031746031744,0.12582012404413542,0.41624956471077734,0.7178879741508677,0,2,0,3,1,0,0,0
7,7,4,0.06984126984126982,0.16568649960006235,0.5213789182796438,1.0,1,2,0,4,0,0,1,0
1,9,2,0.6190476190476191,0.7744234819755763,0.3289872047246103,0.3059536353880681,0,2,0,0,1,0,0,0
2,16,2,0.10793650793650794,0.18345118809462987,0.6444268055376945,0.5136197087793226,0,2,0,0,0,0,1,0
7,22,6,0.1111111111111111,0.19357511853148393,0.01726266913839769,0.404977750041164,0,1,2,1,0,0,0,0
5,24,4,0.4031746031746032,0.4300965466322718,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
5,26,5,0.5746031746031746,0.7454961103239703,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
4,27,4,0.10476190476190472,0.24354275647787374,0.6392935404450437,0.6496326542644022,1,2,0,1,0,0,1,0
5,33,6,0.003174603174603191,0.02780075195652504,0.5825428175581671,0.861535160909459,1,1,2,4,1,0,1,0
0,39,5,0.26031746031746034,0.34086380858351695,0.07033308036035546,0.6657032642628771,0,2,0,3,1,0,0,0
6,42,2,0.0888888888888889,0.12088957900801953,0.27779167553221207,0.6678790815982287,0,2,0,3,0,0,0,0
3,0,1,0.003174603174603191,0.017660460747749712,0.2216259032042922,0.6587873196191056,0,2,0,3,0,0,0,0
5,12,5,0.7396825396825397,0.9541215748042913,0.5126087085461508,0.33965023527493443,0,2,0,3,0,0,1,0
0,34,7,0.028571428571428553,0.0687923036299957,0.30062990502915987,0.5890303818252463,0,0,1,5,0,0,0,0
3,2,6,0.06666666666666665,0.12542740982496361,0.4337600083806423,0.7469683148991253,0,1,2,4,1,0,0,0
5,9,5,0.18095238095238098,0.2480046181016661,0.5126087085461508,0.33965023527493443,0,2,0,3,0,0,1,0
2,10,4,0.653968253968254,0.9065172205120111,0.24698304007166882,0.7273055550657528,0,2,0,4,1,0,0,0
5,16,7,0.492063492063492,0.5333885863130475,0.5528004402808602,0.822774199024777,1,0,1,0,0,0,1,0
7,25,5,0.2761904761904762,0.32231226920486244,0.4649809783243084,0.7987971854564409,1,2,0,3,0,0,1,0
7,26,6,0.3142857142857143,0.475820776040912,0.5025896711229967,0.546560781687683,0,1,2,0,0,0,1,0
2,33,7,0.365079365079365,0.47757230051127186,0.4321475105997541,0.7595012887024524,0,0,1,4,0,0,0,0
1,36,0,0.44126984126984126,0.4796556355179423,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
3,43,6,0.7015873015873015,0.9893986920029605,0.2216259032042922,0.6587873196191056,0,1,2,3,0,0,0,0
7,44,2,0.28888888888888886,0.3599857950808104,0.5025896711229967,0.546560781687683,0,2,0,0,0,0,1,0
4,0,6,0.15555555555555556,0.2871134640611317,0.4241332949169907,0.7343195898959207,0,1,2,1,1,0,0,0
0,1,3,0.46984126984126984,0.6130991809422279,0.6433216078782618,0.6578610714336488,0,3,3,4,1,0,1,0
7,12,1,0.53015873015873,0.7105104438118294,0.5025896711229967,0.546560781687683,0,2,0,0,0,0,1,0
0,45,2,0.5492063492063491,0.7385252726242543,0.6268451232587697,0.3592886431729374,0,2,0,0,0,0,1,0
1,6,5,0.5396825396825398,0.7442320466561496,0.22556788515457793,0.5706486180467323,0,2,0,2,0,0,0,0
6,8,5,0.657142857142857,0.8985420105251625,0.47322884726648873,0.24817961992934734,0,2,0,4,0,0,1,0
4,10,2,0.6285714285714286,0.6701156462192137,0.709457062776405,0.584343178896467,0,2,0,3,0,0,1,0
2,13,7,0.2634920634920635,0.34979442010215744,0.3687735234766052,0.4220713771469722,0,0,1,2,1,0,0,0
6,31,1,0.7333333333333333,0.9891909553814753,0.4305383431834624,0.4639636387643966,0,2,0,0,1,0,0,0
2,37,6,0.05396825396825397,0.08593667996720536,0.21408436920474916,0.45472433571502524,0,1,2,1,1,0,0,0
5,38,3,0.5714285714285713,0.8686762182499808,0.5528004402808602,0.822774199024777,0,3,3,0,0,0,1,0
3,40,3,0.25396825396825395,0.39731655423158485,0.3397359524399901,0.5595644038097376,0,3,3,0,0,0,0,0
2,41,1,0.48888888888888893,0.5930300243331875,0.3228621976574866,0.7953745891167685,0,2,0,3,1,0,0,0
6,43,5,0.0603174603174603,0.10863155019754808,0.887844856994958,0.5500565690167338,0,2,0,5,0,0,1,0
7,0,3,0.08253968253968255,0.12040703615825357,0.5213789182796438,1.0,1,3,3,4,0,0,1,0
3,1,3,0.2761904761904762,0.4284718822858824,0.4337600083806423,0.7469683148991253,0,3,3,4,1,0,0,0
3,45,5,0.7428571428571428,0.8547740523642313,0.4519382782652528,0.6350241154309053,0,2,0,1,1,0,0,0
1,49,0,0.6380952380952379,0.696471285854992,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
4,2,5,0.46984126984126984,0.6344118573792891,0.6619823336283668,0.5170924357939253,0,2,0,0,1,0,1,0
3,11,5,0.5619047619047619,0.6468331456050411,0.7098564104956644,0.7291188431445734,0,2,0,0,1,0,1,0
7,18,1,0.2698412698412699,0.3735196013642512,0.3313278110071547,0.7912312142913782,0,2,0,3,1,0,0,0
5,20,1,0.326984126984127,0.3455815599395863,0.3997887788662027,0.8761515822339954,0,2,0,5,0,0,0,0
0,21,7,0.34285714285714286,0.48840917140701046,0.38740471355727557,0.49918353191459097,0,0,1,0,1,0,0,0
0,24,7,0.6126984126984127,0.8486862801044475,0.4452000546624637,0.3018125163937082,0,0,1,1,0,0,0,0
4,29,2,0.7968253968253967,0.8520676470380615,0.3172110349996702,0.6573678867414552,0,2,0,4,0,0,0,0
3,31,1,0.5365079365079365,0.6730016337697851,0.4337600083806423,0.7469683148991253,0,2,0,4,1,0,0,0
5,40,3,0.346031746031746,0.5445585592696651,0.3997887788662027,0.8761515822339954,0,3,3,5,0,0,0,0
5,43,1,0.7333333333333333,0.7863566336444222,0.5528004402808602,0.822774199024777,0,2,0,0,0,0,1,0
0,12,6,0.4476190476190476,0.6354548112889264,0.40754706711259203,0.332479822075868,0,1,2,4,0,0,0,0
7,23,6,0.41587301587301584,0.6169436047956262,0.34040153197208856,0.4789263338995875,0,1,2,2,0,0,0,0
1,34,0,0.7174603174603174,0.7838969513134798,0.374329448620796,0.6034339182502055,0,2,0,1,1,0,0,0
0,45,1,0.7206349206349206,0.7914217383196783,0.40754706711259203,0.332479822075868,0,2,0,4,0,0,0,0
2,46,2,0.326984126984127,0.483053774494118,0.21408436920474916,0.45472433571502524,0,2,0,1,1,0,0,0
7,5,4,0.4539682539682539,0.7487870036103792,0.5146344897496444,0.5831787423675747,0,2,0,0,1,0,1,0
3,9,6,0.5460317460317461,0.7777257278693513,0.6950954244255083,0.7488112280910331,0,1,2,1,0,0,1,0
5,10,5,0.6126984126984127,0.7936404482809675,0.5528004402808602,0.822774199024777,0,2,0,0,0,0,1,0
5,11,4,0.6253968253968254,0.6718848287714516,0.5528004402808602,0.822774199024777,0,2,0,0,0,0,1,0
6,14,4,0.584126984126984,0.7688160240218908,0.7062188736615447,0.7849849405396583,0,2,0,0,0,0,1,0
3,25,5,0.8476190476190476,0.9751608931195521,0.25775801026777145,0.4622753323838902,0,2,0,2,0,0,0,0
3,29,3,0.4984126984126983,0.7400251628288568,0.2216259032042922,0.6587873196191056,0,3,3,3,0,0,0,0
0,30,1,0.073015873015873,0.07506201532959753,0.07033308036035546,0.6657032642628771,0,2,0,3,1,0,0,0
1,33,5,0.5746031746031746,0.7905077687563684,0.0,0.324594266405283,0,2,0,4,0,0,0,0
1,38,6,0.4444444444444444,0.6722339151970327,0.42511623208878824,0.0,0,1,2,4,1,0,0,0
1,40,7,0.146031746031746,0.25285449953575456,0.3749871978054573,0.711625197812678,0,0,1,1,0,0,0,0
4,42,7,0.1650793650793651,0.2926777514994072,0.2605319881203014,0.5780520484605312,0,0,1,2,1,0,0,0
5,43,6,0.7555555555555554,0.9994224364903652,0.9391480225458171,0.6776426206665676,0,1,2,1,1,0,1,0
